DATE,JTS540099JOL
2001-01-01,940.3333333333333333
2001-04-01,784.0000000000000000
2001-07-01,664.6666666666666667
2001-10-01,588.3333333333333333
2002-01-01,519.3333333333333333
2002-04-01,540.6666666666666667
2002-07-01,577.3333333333333333
2002-10-01,598.0000000000000000
2003-01-01,627.3333333333333333
2003-04-01,607.6666666666666667
2003-07-01,576.6666666666666667
2003-10-01,615.3333333333333333
2004-01-01,582.0000000000000000
2004-04-01,628.0000000000000000
2004-07-01,669.0000000000000000
2004-10-01,777.0000000000000000
2005-01-01,739.3333333333333333
2005-04-01,713.6666666666666667
2005-07-01,810.6666666666666667
2005-10-01,746.0000000000000000
2006-01-01,790.3333333333333333
2006-04-01,899.0000000000000000
2006-07-01,936.0000000000000000
2006-10-01,833.3333333333333333
2007-01-01,940.6666666666666667
2007-04-01,940.3333333333333333
2007-07-01,800.3333333333333333
2007-10-01,1026.6666666666666667
2008-01-01,958.3333333333333333
2008-04-01,798.3333333333333333
2008-07-01,651.6666666666666667
2008-10-01,560.6666666666666667
2009-01-01,507.0000000000000000
2009-04-01,429.6666666666666667
2009-07-01,444.3333333333333333
2009-10-01,426.6666666666666667
2010-01-01,425.6666666666666667
2010-04-01,566.0000000000000000
2010-07-01,632.0000000000000000
2010-10-01,643.6666666666666667
2011-01-01,596.3333333333333333
2011-04-01,617.0000000000000000
2011-07-01,783.3333333333333333
2011-10-01,740.6666666666666667
2012-01-01,844.0000000000000000
2012-04-01,765.3333333333333333
2012-07-01,721.3333333333333333
2012-10-01,733.6666666666666667
2013-01-01,761.0000000000000000
2013-04-01,766.0000000000000000
2013-07-01,752.0000000000000000
2013-10-01,779.3333333333333333
2014-01-01,778.0000000000000000
2014-04-01,871.6666666666666667
2014-07-01,938.6666666666666667
2014-10-01,989.0000000000000000
2015-01-01,1070.3333333333333333
2015-04-01,1194.3333333333333333
2015-07-01,1115.6666666666666667
2015-10-01,1232.0000000000000000
2016-01-01,1339.0000000000000000
2016-04-01,1118.3333333333333333
2016-07-01,1185.6666666666666667
2016-10-01,1097.6666666666666667
2017-01-01,993.0000000000000000
2017-04-01,1098.0000000000000000
2017-07-01,1118.0000000000000000
2017-10-01,1109.3333333333333333
2018-01-01,1137.0000000000000000
2018-04-01,1234.3333333333333333
2018-07-01,1308.6666666666666667
2018-10-01,1346.0000000000000000
2019-01-01,1375.0000000000000000
2019-04-01,1241.6666666666666667
2019-07-01,1258.3333333333333333
2019-10-01,1214.6666666666666667
2020-01-01,1227.3333333333333333
2020-04-01,977.0000000000000000
2020-07-01,1189.0000000000000000
2020-10-01,1351.3333333333333333
2021-01-01,1488.6666666666666667
2021-04-01,1827.3333333333333333
2021-07-01,2033.3333333333333333
2021-10-01,2118.3333333333333333
2022-01-01,2282.3333333333333333
2022-04-01,2236.3333333333333333
2022-07-01,2019.0000000000000000
2022-10-01,2081.0000000000000000
2023-01-01,1855.6666666666666667
2023-04-01,1630.6666666666666667
2023-07-01,1521.3333333333333333
2023-10-01,1566.6666666666666667
2024-01-01,1495.3333333333333333
2024-04-01,1430.6666666666666667
2024-07-01,.
