Trade Date,Index Value,Net Change,High,Low
12/26/19,348.94441632369,-0.48219366784,350.00171104019,347.46135617224
12/24/19,349.42660999153,1.68678325914,349.76353180655,347.88488349765
12/23/19,347.73982673239,-2.95381186147,351.44352808002,347.48455455708
12/20/19,350.69363859386,4.42823615683,350.92893053654,346.49579637129
12/19/19,346.26540243703,-3.33370959842,349.32443279504,345.27589185878
12/18/19,349.59911203545,-3.13708960524,353.79477499468,348.85140163426
12/17/19,352.73620164069,-1.17357463616,355.82688774895,352.23991973904
12/16/19,353.90977627685,-0.54429166005,355.77656404452,353.07576206145
12/13/19,354.45406793690,0.11749699925,355.77078412679,353.12366636985
12/12/19,354.33657093765,-2.75776012431,358.77231564135,354.23929731028
12/11/19,357.09433106196,2.91318686536,357.26960316460,353.11669520053
12/10/19,354.18114419660,-2.98689711676,356.46953170689,353.40149979205
12/9/19,357.16804131336,-0.13138663720,357.86739685704,355.97409379077
12/6/19,357.29942795056,-1.09267383737,360.75402492414,356.73565557137
12/5/19,358.39210178793,3.67000074012,358.70136712203,354.23442400931
12/4/19,354.72210104781,1.85780128650,356.36709076800,352.74768732815
12/3/19,352.86429976131,-0.81679902370,353.42578093120,350.58063107760
12/2/19,353.68109878501,-4.08949661729,357.67844695464,353.56237821018
11/29/19,357.77059540230,-2.70828557262,360.40849725104,357.51548616785
11/27/19,360.47888097492,-0.62942506031,362.82207974428,360.24016067876
11/26/19,361.10830603523,4.59852152141,361.17989990923,356.99141771566
11/25/19,356.50978451382,3.85339205316,356.72194839036,352.94531040917
11/22/19,352.65639246066,-0.65846899889,355.34487496537,352.54535990380
11/21/19,353.31486145955,-3.41452364717,357.24388040276,353.01269589838
11/20/19,356.72938510672,0.09129252742,359.13507335693,355.06026356502
11/19/19,356.63809257930,-0.64528134431,358.53978771605,356.26851902404
11/18/19,357.28337392361,2.38968566478,358.15285286744,355.11634868169
11/15/19,354.89368825883,-1.51887487064,357.76470267700,354.44974829106
11/14/19,356.41256312947,1.97868867481,356.90802763461,353.51257140000
11/13/19,354.43387445466,2.03041535420,354.52194975769,351.07735801378
11/12/19,352.40345910046,1.44967581998,354.56884817591,349.08775863346
11/11/19,350.95378328048,3.03671052476,350.97520749663,347.01229854519
11/8/19,347.91707275572,1.08940941974,348.26421005812,346.37023328911
11/7/19,346.82766333598,-4.21545400724,352.33613308268,345.91057038373
11/6/19,351.04311734322,0.87320745538,351.10994218557,346.71646360256
11/5/19,350.16990988784,-2.92827642339,353.60380643171,349.54128866668
11/4/19,353.09818631123,-4.72659710692,358.98334305152,352.64774059386
11/1/19,357.82478341815,5.45208360553,357.85427528840,354.26400941038
10/31/19,352.37269981262,-1.43385623989,354.60439349162,350.45909196994
10/30/19,353.80655605251,2.71161925136,353.91364177610,346.84649248258
10/29/19,351.09493680115,-1.58468968891,354.80981735134,350.63163764755
10/28/19,352.67962649006,-4.14049392541,357.86524723616,352.62966200224
10/25/19,356.82012041547,-0.03084755797,360.68276550819,356.30054793650
10/24/19,356.85096797344,2.77140375159,356.89513350405,353.92579104402
10/23/19,354.07956422185,-0.60997820532,355.31817955439,352.70813108074
10/22/19,354.68954242717,1.65966839451,356.65698905825,352.19447599105
10/21/19,353.02987403266,0.15464940300,355.78622222599,352.54527835626
10/18/19,352.87522462966,1.48160809514,353.32181421170,350.44873525557
10/17/19,351.39361653452,2.47220307249,353.18268080520,350.48674230393
10/16/19,348.92141346203,3.54169033360,348.99006028115,344.75365833485
10/15/19,345.37972312843,3.13241076864,345.81317364719,343.45170331393
10/14/19,342.24731235979,0.17845304522,343.02269388145,341.02040215819
10/11/19,342.06885931457,2.30547547430,345.95507505545,341.90314556853
10/10/19,339.76338384027,0.34514073667,340.53800310011,338.46238130750
10/9/19,339.41824310360,1.40887347844,340.97176739247,338.58402874441
10/8/19,338.00936962516,-3.39532945415,341.99969584786,337.96941157033
10/7/19,341.40469907931,-0.96139141360,343.25905582409,340.21109167775
10/4/19,342.36609049291,5.66702309162,342.45244349446,337.01988464675
10/3/19,336.69906740129,1.03487272489,337.25614334905,332.30899136810
10/2/19,335.66419467640,-3.83913426124,339.17772738561,332.64741086889
10/1/19,339.50332893764,-3.48106759478,345.13993275132,339.47040222546
9/30/19,342.98439653242,3.19296219003,344.34198772825,340.45945168297
9/27/19,339.79143434239,-2.70067514507,343.65818577387,338.21483463038
9/26/19,342.49210948746,1.26920147807,343.28748903925,340.62437665484
9/25/19,341.22290800939,3.51569472293,341.53005114400,337.45808727203
9/24/19,337.70721328646,-0.20825645869,340.59571849922,336.77892110880
9/23/19,337.91546974515,0.28557410084,339.74633813257,336.22842144334
9/20/19,337.62989564431,-0.30496537596,339.34280023210,336.25797433953
9/19/19,337.93486102027,1.38865233998,339.81636656341,336.09443472173
9/18/19,336.54620868029,0.62446171464,337.00544677600,333.39814181469
9/17/19,335.92174696565,1.46910153782,336.24262750285,333.03420441091
9/16/19,334.45264542783,-0.40809515743,335.33013848454,332.94047724489
9/13/19,334.86074058526,-0.28322672358,337.29756078455,334.13128350514
9/12/19,335.14396730884,0.17006470462,337.50555625144,334.90206792183
9/11/19,334.97390260422,5.01468239693,334.97390260422,329.71553678786
9/10/19,329.95922020729,0.93425647757,329.97254111162,324.87699679641
9/9/19,329.02496372972,0.05603005208,330.45810973557,327.65494379108
9/6/19,328.96893367764,0.84779957349,331.10682009246,328.78124691831
9/5/19,328.12113410415,0.20354484682,330.94229427333,326.15816634658
9/4/19,327.91758925733,3.36778263993,328.55041579212,326.41097526116
9/3/19,324.54980661740,-0.84542866274,324.94113377260,321.87033724104
8/30/19,325.39523528014,1.29465102670,326.41160030588,323.51183648505
8/29/19,324.10058425344,3.49518117371,325.06778249507,322.59460935574
8/28/19,320.60540307973,2.53497972530,320.83094427529,315.77196130980
8/27/19,318.07042335443,-1.81285095511,322.06870779137,317.67551083888
8/26/19,319.88327430954,2.22613667268,320.48913910808,317.62790364731
8/23/19,317.65713763686,-7.75011795959,327.07741145120,316.70142807872
8/22/19,325.40725559645,1.13237681271,326.89720582489,322.16410701358
8/21/19,324.27487878374,3.23556830225,324.59843070724,322.40523957801
8/20/19,321.03931048149,0.91183193958,322.40422593955,318.73400668827
8/19/19,320.12747854191,3.20177127980,321.02666051476,319.16281583965
8/16/19,316.92570726211,5.21562042932,317.33913333831,312.97338612829
8/15/19,311.71008683279,0.47389814096,313.86304001038,310.90013915841
8/14/19,311.23618869183,-6.23739654687,314.33955742408,309.78597106850
8/13/19,317.47358523870,4.46459300693,319.53606221323,312.79136815162
8/12/19,313.00899223177,-3.42558995410,315.52013428473,312.38257532159
8/9/19,316.43458218587,-3.65480859010,319.47082640354,316.30288824149
8/8/19,320.08939077597,4.50527591757,320.21748691795,316.55480885963
8/7/19,315.58411485840,3.13140465399,316.16905588167,307.95853119373
8/6/19,312.45271020441,2.95646810695,312.84303571391,309.56197132045
8/5/19,309.49624209746,-5.42163194865,311.86336902175,306.45364779947
8/2/19,314.91787404611,-0.59518807708,315.96285566077,312.93137132735
8/1/19,315.51306212319,-1.13784507630,321.19227163017,315.27476960935
7/31/19,316.65090719949,-4.90119971792,322.65927159757,314.55337240325
7/30/19,321.55210691741,6.06736485841,321.57505727484,314.33020290164
7/29/19,315.48474205900,-4.23516571382,319.88966708278,314.15629249190
7/26/19,319.71990777282,1.83784692054,320.70348389006,317.95558051940
7/25/19,317.88206085228,1.36405764224,320.10768686101,314.73486939897
7/24/19,316.51800321004,3.50271335792,316.63861388179,312.53473250467
7/23/19,313.01528985212,-1.06722738631,315.14659216988,311.35168179526
7/22/19,314.08251723843,-2.69236831538,317.44954883134,313.82710020501
