DATE,JTS6200JOL
2001-01-01,771.0000000000000000
2001-04-01,700.3333333333333333
2001-07-01,752.3333333333333333
2001-10-01,694.3333333333333333
2002-01-01,691.0000000000000000
2002-04-01,640.0000000000000000
2002-07-01,650.6666666666666667
2002-10-01,637.6666666666666667
2003-01-01,561.0000000000000000
2003-04-01,571.0000000000000000
2003-07-01,507.3333333333333333
2003-10-01,538.3333333333333333
2004-01-01,568.6666666666666667
2004-04-01,549.0000000000000000
2004-07-01,551.0000000000000000
2004-10-01,582.0000000000000000
2005-01-01,588.3333333333333333
2005-04-01,609.0000000000000000
2005-07-01,632.0000000000000000
2005-10-01,610.6666666666666667
2006-01-01,650.6666666666666667
2006-04-01,645.0000000000000000
2006-07-01,649.0000000000000000
2006-10-01,715.0000000000000000
2007-01-01,681.6666666666666667
2007-04-01,729.6666666666666667
2007-07-01,728.6666666666666667
2007-10-01,694.0000000000000000
2008-01-01,715.6666666666666667
2008-04-01,670.3333333333333333
2008-07-01,620.6666666666666667
2008-10-01,582.0000000000000000
2009-01-01,496.3333333333333333
2009-04-01,474.3333333333333333
2009-07-01,494.6666666666666667
2009-10-01,483.3333333333333333
2010-01-01,500.0000000000000000
2010-04-01,433.0000000000000000
2010-07-01,458.3333333333333333
2010-10-01,516.6666666666666667
2011-01-01,508.3333333333333333
2011-04-01,537.0000000000000000
2011-07-01,562.3333333333333333
2011-10-01,575.6666666666666667
2012-01-01,621.6666666666666667
2012-04-01,659.0000000000000000
2012-07-01,614.0000000000000000
2012-10-01,652.0000000000000000
2013-01-01,609.3333333333333333
2013-04-01,626.0000000000000000
2013-07-01,620.3333333333333333
2013-10-01,574.0000000000000000
2014-01-01,656.0000000000000000
2014-04-01,705.0000000000000000
2014-07-01,801.0000000000000000
2014-10-01,786.0000000000000000
2015-01-01,817.6666666666666667
2015-04-01,899.3333333333333333
2015-07-01,990.3333333333333333
2015-10-01,961.0000000000000000
2016-01-01,986.3333333333333333
2016-04-01,981.6666666666666667
2016-07-01,993.6666666666666667
2016-10-01,1100.3333333333333333
2017-01-01,1070.6666666666666667
2017-04-01,1032.0000000000000000
2017-07-01,1049.0000000000000000
2017-10-01,1038.0000000000000000
2018-01-01,1086.6666666666666667
2018-04-01,1111.6666666666666667
2018-07-01,1146.6666666666666667
2018-10-01,1178.3333333333333333
2019-01-01,1196.3333333333333333
2019-04-01,1228.6666666666666667
2019-07-01,1165.6666666666666667
2019-10-01,1156.0000000000000000
2020-01-01,1145.3333333333333333
2020-04-01,935.0000000000000000
2020-07-01,1100.3333333333333333
2020-10-01,1201.6666666666666667
2021-01-01,1347.3333333333333333
2021-04-01,1542.6666666666666667
2021-07-01,1694.0000000000000000
2021-10-01,1900.0000000000000000
2022-01-01,2024.3333333333333333
2022-04-01,2038.6666666666666667
2022-07-01,2012.0000000000000000
2022-10-01,1940.6666666666666667
2023-01-01,1744.0000000000000000
2023-04-01,1745.3333333333333333
2023-07-01,1801.3333333333333333
2023-10-01,1727.6666666666666667
2024-01-01,1820.0000000000000000
2024-04-01,1618.3333333333333333
2024-07-01,.
